time_sec,z,phi,theta,z_dot,phi_dot,theta_dot,cmd_force_z,cmd_torque_x,cmd_torque_y
0.037476301193237305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04116344451904297,0.49952013173375687,-2.693837694028043e-11,1.5147593965752565e-06,0.0010325862261883311,-6.718394087735412e-06,-4.0581377695391745e-08,0.0,0.0,0.0
0.051174163818359375,0.49953029321890324,-2.705801510652189e-11,1.5143584761353074e-06,0.0010028924293182218,-6.7184507203173656e-06,-3.9698192244727946e-08,0.0,0.0,0.0
0.06117844581604004,0.4995401626023403,-2.71836894197619e-11,1.5140050952141424e-06,0.0009740719035056281,-6.71849684888954e-06,-3.892000252929739e-08,0.0,0.0,0.0
0.07116436958312988,0.49954974813222813,-2.734152002157657e-11,1.5136206095142317e-06,0.0009460137814135673,-6.718552555130032e-06,-3.806553064409116e-08,0.0,0.0,0.0
0.08114862442016602,0.4995590576289666,-2.751596545593694e-11,1.5132445940082278e-06,0.0009187805689006421,-6.718608878998178e-06,-3.7226135636950603e-08,0.0,0.0,0.0
0.09118127822875977,0.4995680992738422,-2.7703850166242092e-11,1.5128768572871166e-06,0.0008923568094960142,-6.7186625058551615e-06,-3.640967542436105e-08,0.0,0.0,0.0
0.10127615928649902,0.4995768810127182,-2.7901554412305873e-11,1.5125171489060073e-06,0.0008667152862094336,-6.718711601514919e-06,-3.561361235992268e-08,0.0,0.0,0.0
0.11132621765136719,0.4995854105153634,-2.8105155106633486e-11,1.5121653385110257e-06,0.0008418285291899083,-6.718761605491762e-06,-3.4832577044866236e-08,0.0,0.0,0.0
0.12124300003051758,0.49959369497145373,-2.8310573343730385e-11,1.5118212233726861e-06,0.0008175994299640878,-6.718813875748278e-06,-3.406778738747407e-08,0.0,0.0,0.0
0.1312410831451416,0.49960174125753615,-2.8513727710469225e-11,1.5114847037992613e-06,0.0007941502220133206,-6.718857248652257e-06,-3.331877893623267e-08,0.0,0.0,0.0
0.1412503719329834,0.499609556892927,-2.8710682782153423e-11,1.511155526627946e-06,0.0007713924189182089,-6.718900362545787e-06,-3.259008565138533e-08,117.76920518233884,-1.2338340815189197e-08,2.3273245177563018e-07
0.1512305736541748,0.49961714859749623,-2.8897793909241796e-11,1.5108336115144565e-06,0.0007492933667475006,-6.7189434587400765e-06,-3.186853370082428e-08,117.77072649626973,-8.245945026623402e-09,2.2568645145770727e-07
0.16125965118408203,0.499624522834537,-2.9071835395172066e-11,1.5105188397035388e-06,0.0007278310894924124,-6.7189768797647116e-06,-3.115865773179172e-08,117.77145294342733,-7.690927754031018e-09,2.209964392145547e-07
0.17130732536315918,0.4996316858638993,-2.92301135350192e-11,1.5102111174527551e-06,0.000706986189672948,-6.719008974238516e-06,-3.045925008554632e-08,117.77145294342733,-7.690927754031018e-09,2.209964392145547e-07
0.18119144439697266,0.49963864375755956,-2.9370557268886015e-11,1.5099102978687633e-06,0.0006867402985680631,-6.719043998845911e-06,-2.9778818893950827e-08,117.77215792830934,-1.0354860075292849e-08,2.12850293931921e-07
