time,z,phi,theta,z_dot,phi_dot,theta_dot,u1_fl,u2_fr,u3_rl,u4_rr
0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.00011831056,0.0003079865,0.00043114647,-0.00016401196
0.01,-0.009418578902569964,1.2839489082712895e-09,5.688599693150683e-10,-0.8855353998747053,2.502904396711377e-07,1.1027276043962254e-07,2.841372e-05,0.00039326353,0.0004366301,-3.978936e-05
0.02,-0.01774548676764007,4.448599778920463e-09,1.389930517810741e-09,-0.7815114603020543,3.791335057433306e-07,5.559012764740542e-08,0.00021301117,0.00050001545,0.00051450357,0.00019962946
0.03,-0.025080632760575094,8.164647959389982e-09,1.901490245518704e-09,-0.6870414409344646,3.642202125225443e-07,4.6952341126171866e-08,0.00012893509,0.0005511795,0.00040697306,0.00036445027
0.04,-0.03151543219711624,8.636609921310879e-09,2.995672506630095e-09,-0.6013122629738917,-2.540077790177027e-07,1.680059688628314e-07,9.762123e-06,0.0005825353,0.00029955432,0.0005067573
0.05,-0.03713350935907881,3.3714378325555606e-10,6.091551756811273e-09,-0.5235778473725864,-1.376572662103115e-06,4.423330928834031e-07,-0.00011443533,0.00056806253,0.00017642975,0.00054155337
0.06,-0.042011341217410056,-2.0381569145181783e-08,1.2049790110750064e-08,-0.45315393147080696,-2.731113367075248e-06,7.395368197234594e-07,-0.00022763666,0.0005542245,6.422028e-05,0.00057212496
0.07,-0.046218849262441755,-5.545196840004726e-08,2.1036234904144487e-08,-0.38941287657666174,-4.241981740040757e-06,1.0474030624032146e-06,-0.0003724303,0.0005221963,-6.688014e-05,0.0006133425
0.08,-0.04981994291610947,-1.0662255893358009e-07,3.344641671492362e-08,-0.3317791653955245,-5.945188081009671e-06,1.4219276573542346e-06,-0.00024891086,0.0005149171,6.649643e-06,0.00060519716
0.09,-0.052873017707570455,-1.718625500228299e-07,4.88681620190723e-08,-0.2797248603277446,-7.0697940549872375e-06,1.6539443185479655e-06,4.349649e-05,0.00052373065,0.00020957738,0.0005655517
0.1,-0.05543141296816402,-2.4340098154064316e-07,6.535686657558697e-08,-0.23276603165304807,-7.22921792718978e-06,1.6428520957660157e-06,0.00019076932,0.0005250806,0.0003325902,0.00052779494
0.11,-0.05754383444742547,-3.1395379598439636e-07,8.124281003590862e-08,-0.19045931276958378,-6.885630189753301e-06,1.5364259796081988e-06,0.00012670923,0.00051521696,0.00034202263,0.0004904275
0.12,-0.05925474205791766,-3.8125113841898543e-07,9.646182016739837e-08,-0.15239837409183812,-6.5774251121559036e-06,1.5071022023888102e-06,6.887317e-05,0.00050624786,0.00035038963,0.00045678252
0.13,-0.06060470374881416,-4.4562261332862606e-07,1.116851008639471e-07,-0.11821067111091528,-6.299858763901749e-06,1.5354723060449307e-06,1.670979e-05,0.0004980932,0.0003577657,0.00042653037
0.14,-0.06163072015550175,-5.073537862628778e-07,1.2740830479915832e-07,-0.08755484003930816,-6.0488530416211725e-06,1.6057352459936114e-06,-3.0270778e-05,0.00049068173,0.0003642477,0.0003993637
0.15,-0.06236652341943832,-5.666920322617841e-07,1.4398460022014654e-07,-0.06011813664554387,-5.820837383029225e-06,1.7051116812281478e-06,-7.252302e-05,0.0004839492,0.00036992133,0.00037501985
0.16,-0.0628428514548374,-6.238515162599967e-07,1.616524514429461e-07,-0.03561408383570493,-5.612729929216799e-06,1.8233693583826389e-06,-0.00011045858,0.00047784625,0.0003748685,0.00035325298
0.17,-0.06308769966358858,-6.790177243402873e-07,1.8055875046097313e-07,-0.01378031100941585,-5.421867864040902e-06,1.9523677125187394e-06,-0.00014446303,0.00047231233,0.00037914887,0.00033382187
0.18,-0.06312655193732804,-7.323513201447915e-07,2.007778372417705e-07,0.0056234303566471515,-5.245942039655266e-06,2.0856886269261334e-06,-0.00017488189,0.00046729855,0.000382822,0.00031652534
0.19,-0.06298259263592419,-7.839915550384133e-07,2.223272677645503e-07,0.02281708929609433,-5.082972091945713e-06,2.2183527945696113e-06,-0.00020203646,0.00046276394,0.0003859587,0.0003011697
0.2,-0.06267690109432628,-8.340592007543506e-07,2.451809493314745e-07,0.03800198919561376,-4.931236994600854e-06,2.3465757741043813e-06,-0.00022621639,0.00045866473,0.00038859993,0.00028757425
0.21,-0.06222863008391634,-8.826590493293198e-07,2.692797883310621e-07,0.05136236498352505,-4.789256681432858e-06,2.46751490556076e-06,-0.00024769176,0.00045496365,0.00039080158,0.00027558627
0.22,-0.06165516953835279,-9.298821744955564e-07,2.945404668822649e-07,0.06306677481731998,-4.655763004126773e-06,2.5791443049170968e-06,-0.0002667103,0.00045162207,0.0003926009,0.0002650437
